RUN,CAR_TYPE,HAS_PARKED,A,B,C,D,E,F,G,H,I,J,K
[0],['A'],[False],[99.53268637514923],[116.68505080442948],[173.34867977135715],[179.1533701048944],[181.66350635465105],[192.12272289673263],[755.5894465739284],[758.0273135324043],[758.0273135324043],[763.2990278638348],[780.4513922931151]
[0],['A'],[True],[78.7782529834064],[101.14419288974133],[149.00478001616906],[154.0762978794478],[157.1848628494435],[157.1848628494435],[747.5301019773608],[750.6654674522891],[750.6654674522891],[758.134642286694],[780.5005821930289]
[0],['A'],[False],[100.72805826608582],[115.72101197457839],[171.89726860271634],[176.86471661677587],[180.64448945672785],[195.72041882615744],[760.6331235396141],[763.6003957955794],[763.6003957955794],[768.7268118780762],[783.7197655865688]
[0],['A'],[True],[52.64141559022142],[78.39462005732797],[107.93983861030271],[112.87003887445088],[115.83789593172614],[115.83789593172614],[752.130032408412],[754.761016567936],[754.761016567936],[761.195388723984],[786.9485931910906]
[0],['A'],[True],[68.1625553015536],[84.3343577671971],[121.45596595816592],[126.9212120878251],[129.52570366078308],[129.52570366078308],[761.6941098391721],[764.6464849743261],[764.6464849743261],[771.494941928955],[787.6667443945985]
[0],['A'],[True],[63.930550869415725],[103.99744166830263],[154.0762978794478],[160.22687917962722],[162.377313384701],[162.377313384701],[740.6219431553802],[743.6556914696105],[743.6556914696105],[750.1317563465242],[790.1986471454111]
[0],['A'],[False],[89.14052583279053],[121.66593940703366],[180.22828791831284],[184.38442153472576],[187.19009404904367],[199.97193949799222],[750.965473027819],[753.6869314395097],[753.6869314395097],[758.309344821021],[790.8347583952641]
[0],['A'],[True],[86.10571901683545],[102.18813333278248],[150.84172373862532],[157.32541902130976],[160.4695842148032],[160.4695842148032],[763.9235908930118],[766.3235636232118],[768.7268118780762],[775.1437750711561],[791.2261893871032]
[0],['A'],[False],[119.9464203950876],[147.14376220497448],[210.6222951028696],[216.10174338211638],[219.6752039611539],[227.82253400749966],[756.3971235279369],[759.2856707706342],[759.2856707706342],[764.3199036988146],[791.5172455087015]
[0],['A'],[True],[30.12943176219082],[58.986394255290655],[75.12481316631624],[80.9392404346498],[84.04592278566157],[84.04592278566157],[755.3891218099616],[758.0828736680144],[758.134642286694],[763.0343480246124],[791.8913105177122]
[0],['A'],[True],[88.31693992242245],[125.72210351860716],[189.74466508755378],[195.34258520493123],[197.98899867317243],[197.98899867317243],[746.57308171184],[749.2869081086349],[749.2869081086349],[754.748732390259],[792.1538959864437]
[0],['A'],[True],[66.99348250990418],[90.20191416449715],[131.38257236491174],[137.2522184429805],[140.75187070652373],[140.75187070652373],[763.5869205664951],[766.3080600479566],[766.3080600479566],[772.1138202346311],[795.3222518892242]
[0],['A'],[False],[94.233503235967],[114.41988653679724],[166.86521635014645],[173.34867977135715],[176.35117990955334],[184.31275022754158],[765.5087483597563],[768.7332804838828],[772.1138202346311],[776.4473371822819],[796.6337204831121]
[0],['A'],[True],[60.71523580316561],[72.52788972515572],[99.77969700061625],[105.52075132730751],[108.46337613652966],[108.46337613652966],[783.2600382438452],[786.1112197784511],[786.1209168525501],[790.7462926905566],[802.5589466125467]
[0],['A'],[False],[93.04077085918468],[121.50201324183162],[179.50960035171795],[184.82882073354534],[187.84421719277395],[197.50324001066906],[763.3087788112109],[766.6950234496893],[769.2104288739362],[774.4005005417538],[802.8617429244007]
[0],['A'],[True],[96.37961923454696],[108.72283775278247],[160.22687917962722],[166.86521635014645],[170.08245671714852],[170.08245671714852],[774.4169571074044],[777.6787681148736],[786.0617161012527],[791.1837139853944],[803.52693250363]
[0],['A'],[False],[112.05668800040083],[126.7202598288714],[189.82786938778352],[196.0185448571788],[198.78139929129526],[206.86064119946346],[774.7980175467932],[777.5334142263973],[782.5932546997713],[789.0798594930836],[803.7434313215542]
[0],['A'],[False],[93.69634277100285],[114.67136780383277],[169.0634280792695],[173.71447694092356],[176.9454018159616],[186.76964800573163],[770.8575644230189],[773.3610333784353],[779.9710951833986],[786.1209168525501],[807.09594188538]
[0],['A'],[True],[65.22405947651461],[79.25527300021218],[112.6225277438328],[118.98689518540935],[122.43154410109597],[122.43154410109597],[783.7250123005791],[787.1526373951224],[789.0798594930836],[794.3780805763901],[808.4092941000877]
[0],['A'],[True],[67.58622599741396],[93.56790005195893],[140.22123303826993],[144.97991075942565],[148.08907256833174],[148.08907256833174],[766.1902639855873],[769.814149360427],[776.4473371822819],[782.5932546997713],[808.5749287543163]
[0],['A'],[True],[71.43191420514565],[102.13003066008486],[149.45106097593907],[154.19858966802124],[157.89316219077682],[157.89316219077682],[769.1419022077034],[772.877903995682],[776.7177242871824],[782.4391275843641],[813.1372440393033]
[0],['A'],[False],[78.27674983097602],[114.96279115100438],[171.6974781188202],[179.50960035171795],[181.9516113112833],[191.7312352734669],[764.0484603276825],[766.8497738693442],[771.494941928955],[776.7177242871824],[813.4037656072107]
[0],['A'],[False],[90.31321341764155],[124.47475527433309],[184.5005626124249],[191.6746883756502],[194.18663335947952],[204.50175392080519],[765.8159250024994],[769.099316524838],[774.4005005417538],[779.9710951833986],[814.1326370400901]
[0],['A'],[False],[100.80520393767779],[119.4094564167707],[179.1533701048944],[184.5005626124249],[188.0870984180329],[203.60149744928526],[786.3192617947043],[789.6761570383798],[790.7462926905566],[796.1069659858649],[814.7112184649578]
[0],['B'],[True],[674.6183164453407],[698.7634131179478],[705.8244611864399],[711.5034465949464],[714.1021687779051],[714.1021687779051],[783.9448595050554],[786.9733813968471],[788.2466816118755],[793.2603625317931],[817.4054592044002]
[0],['A'],[False],[113.47243064595396],[136.68715025183405],[200.93360687291786],[206.9476301195294],[210.57428180876755],[220.2013858043881],[787.3226917137189],[790.9219402415938],[791.1837139853944],[796.9409567755307],[820.1556763814108]
[0],['A'],[False],[95.48356125798898],[137.8868549477914],[201.06192057667127],[206.58049948632015],[209.71857870562732],[219.49189128050776],[765.7621789277795],[769.4085717256676],[775.1437750711561],[780.5030845551277],[822.90637824493]
[0],['B'],[True],[468.8245534766917],[503.798442148932],[503.798442148932],[508.0974378972606],[511.1195176664298],[511.1195176664298],[773.88357519502],[777.0864543750286],[782.4391275843641],[788.2466816118755],[823.2205702841159]
[0],['A'],[True],[85.36249599715158],[92.03913307402976],[135.93222464316574],[142.30977080951556],[145.43629306213535],[145.43629306213535],[807.7589137607449],[811.2387055902107],[811.2387055902107],[818.3372868753212],[825.0139239521993]
[0],['A'],[False],[114.82722411247916],[140.16836815823936],[205.73757909627162],[212.76256003852455],[215.319725692127],[223.07282539870732],[793.7709713026406],[796.491176617909],[796.491176617909],[801.4933365044095],[826.8344805501697]
[0],['A'],[False],[98.17786518006096],[122.82998297127136],[184.38442153472576],[189.74466508755378],[193.70456401708267],[204.72316339527222],[792.0526498992131],[795.7239226798434],[795.7239226798434],[802.1978062410788],[826.8499240322891]
[0],['A'],[False],[118.06382715342271],[136.00536452195584],[198.35130475201245],[205.1027945848327],[208.1072051120945],[218.98564850957283],[817.3860408887496],[819.8164179793023],[819.8164179793023],[824.9531084042362],[842.8946457727693]
[0],['A'],[False],[109.02656756819422],[136.3823458645348],[198.80965636029268],[205.73757909627162],[208.31337891487365],[215.01139931569756],[808.3153263170025],[811.6794995501383],[811.6794995501383],[816.8141432692375],[844.1699215655781]
[0],['A'],[True],[64.97608534648799],[84.23127515344045],[118.98689518540935],[124.29003000333668],[126.74350990850702],[126.74350990850702],[824.8407103687243],[828.5528439801183],[828.5528439801183],[833.2022567398683],[852.4574465468207]
[0],['B'],[True],[717.3901618199668],[743.2057363083029],[743.2057363083029],[749.8135554452793],[752.8142933157322],[752.8142933157322],[831.8085777099658],[835.1125549056761],[835.1125549056761],[842.1258457900406],[867.9414202783767]
[0],['B'],[True],[661.3857042903525],[697.8709007666987],[704.1204631769235],[708.7714633106037],[711.5541801439907],[711.5541801439907],[824.700021328696],[827.3958597328792],[827.3958597328792],[834.1027496146153],[870.5879460909615]
[0],['A'],[True],[76.77492997504885],[91.24318433768522],[135.27521721824638],[140.22123303826993],[142.94702766204662],[142.94702766204662],[854.4868006623637],[857.5362565250723],[857.5362565250723],[863.4516159060458],[877.9198702686822]
[0],['B'],[True],[571.1389175135326],[595.1623396636603],[595.8086906488942],[603.1260683629389],[606.0667283619326],[606.0667283619326],[851.6499962626463],[855.535202216956],[855.535202216956],[861.3631755123121],[885.3865976624397]
[0],['A'],[False],[118.64061574892953],[153.2525481664368],[211.96298379724297],[216.65995793056484],[219.5628989531718],[227.57834273471943],[844.313540060179],[847.9603655394884],[847.9603655394884],[854.9812836844511],[889.5932161019584]
[0],['A'],[False],[79.80848084038873],[113.6533001495251],[166.36876391087696],[171.6974781188202],[175.5977902575987],[182.10967689443376],[852.5021679315198],[855.7633330708156],[855.7633330708156],[863.2793565016034],[897.1241758107398]
[0],['B'],[True],[584.6443351099416],[608.2936275786374],[608.2936275786374],[614.0487253150252],[617.4533659676655],[617.4533659676655],[871.205227055963],[874.1962409527237],[874.1962409527237],[879.4092648589187],[903.0585573276146]
[0],['A'],[True],[80.15645213255856],[104.99147178279327],[156.9036331806533],[161.31887809092223],[164.0248341260406],[164.0248341260406],[870.7211270760384],[873.6175398723283],[873.6175398723283],[879.2793623137042],[904.1143819639389]
[0],['B'],[True],[759.9987698315733],[773.4753961987245],[780.5030845551277],[786.0617161012527],[788.6511795985532],[788.6511795985532],[883.8785529306426],[887.2626078032818],[887.2626078032818],[891.6235954367046],[905.1002218038558]
[0],['B'],[True],[807.7486600543638],[815.1843017766288],[815.1843017766288],[821.3150755102072],[824.0984526974652],[824.0984526974652],[889.0703038302131],[892.0590570660048],[892.0590570660048],[898.1980596777929],[905.6337014000579]
[0],['B'],[True],[794.9138680104477],[815.7175108776361],[815.7175108776361],[820.440370801304],[823.5996257919843],[823.5996257919843],[882.3641930684565],[885.4026078933047],[885.4026078933047],[890.0500430606755],[910.8536859278639]
[0],['B'],[True],[805.5065650679194],[816.0077336090937],[816.8141432692375],[822.4415600165927],[825.8166806966569],[825.8166806966569],[892.6818367366855],[895.6257364689664],[895.6257364689664],[902.4226572653344],[912.9238258065087]
[0],['A'],[False],[102.72338236484327],[127.14268077341916],[191.6746883756502],[198.35130475201245],[201.06090258982195],[211.27427889897257],[882.0141692336529],[885.041044781056],[885.041044781056],[890.0373636170731],[914.4566620256489]
[0],['B'],[True],[562.9206240237331],[575.9340886771798],[575.9340886771798],[582.4422377564007],[585.3570570493255],[585.3570570493255],[896.5500040333445],[899.3099416558455],[899.3099416558455],[904.1152633004908],[917.1287279539375]
[0],['A'],[False],[107.38060612163764],[144.43074258902175],[206.58049948632015],[211.96298379724297],[214.97585906151244],[222.21211219733613],[887.3251326072698],[890.40018842892],[890.40018842892],[895.3863150428865],[932.4364515102706]
[0],['B'],[True],[779.5290284375474],[809.0796652885838],[809.0796652885838],[813.8549916478582],[816.9774207476546],[816.9774207476546],[899.8719163048456],[902.8379521814638],[902.8379521814638],[909.5649427244039],[939.1155795754403]
[0],['B'],[True],[791.3961263506217],[795.8212245030708],[795.8212245030708],[801.3434279900935],[804.4293526854384],[804.4293526854384],[936.3501334659161],[939.4035747968583],[939.4035747968583],[944.7682855341591],[949.1933836866082]
[0],['B'],[True],[860.300348522921],[876.1499253742858],[876.1499253742858],[880.5294696597363],[884.2674615405142],[884.2674615405142],[930.5742642487986],[932.9103887290306],[932.9103887290306],[938.5020244776799],[954.3516013290447]
[0],['B'],[True],[790.31363779912],[830.4862087910351],[830.4862087910351],[834.9180117557722],[838.1928092572995],[838.1928092572995],[908.9869786705221],[912.1560103205277],[912.1560103205277],[919.8127690851327],[959.9853400770478]
[1],['B'],[True],[0],[20.17809911540811],[20.17809911540811],[26.79258992631479],[30.365253925037948],[30.365253925037948],[120.90529931840865],[123.83816764174094],[146.2121197552501],[151.51334061778778],[171.6914397331959]
[1],['B'],[True],[49.48898708892715],[68.43185717415253],[76.24905498399498],[82.1928676741176],[85.25551710913815],[85.25551710913815],[160.77185519621872],[164.57950749906757],[185.56269190660745],[190.62718769441287],[209.57005777963823]
[1],['B'],[True],[75.15952917941763],[103.25264439780338],[120.5609742990647],[125.7054023033245],[128.84874328134728],[128.84874328134728],[243.32391737648868],[246.08803775804557],[246.08803775804557],[252.3793255879839],[280.47244080636966]
[1],['B'],[False],[158.81048320167278],[181.54059117696406],[189.90288016181265],[194.04886215514986],[196.41189275929182],[203.44059389695164],[253.72247224209102],[256.89210181811336],[256.89210181811336],[262.71970566648093],[285.4498136417722]
[1],['B'],[False],[108.23580969790365],[131.51549650098983],[157.74517872819817],[163.20428734714517],[165.74180540841138],[180.01324409816985],[260.2993244361218],[263.6654030938794],[263.6654030938794],[268.2279873624151],[291.50767416550127]
[1],['B'],[False],[120.09848034371674],[138.53387094758654],[170.0354000418112],[174.94643576386278],[178.20023825704885],[189.88708842807162],[293.44340231199675],[297.11036950530143],[297.11036950530143],[302.70306440067804],[321.13845500454784]
[1],['B'],[False],[135.76251594045866],[156.93954190878176],[185.35879033992873],[190.42248237414938],[192.79434060144604],[207.9347850480238],[313.7375182556391],[317.0726888612763],[317.0726888612763],[321.84720817097923],[343.02423413930234]
[1],['B'],[True],[199.0640095901865],[238.60932858259645],[238.60932858259645],[243.41110692704854],[246.15294095324248],[246.15294095324248],[327.8391241600016],[330.5385499619925],[330.5385499619925],[336.7023780222021],[376.2476970146121]
[1],['B'],[False],[222.43594169939078],[244.47386177677032],[244.47386177677032],[249.45061822601312],[251.47595399061169],[263.89216761405595],[346.98744280554115],[349.6657168041933],[349.6657168041933],[355.8853374516791],[377.9232575290586]
